Flag,Short_Name,Full_Name
1,B19001Ae4,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $15,000 to $19,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae5,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $20,000 to $24,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae6,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $25,000 to $29,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae7,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $30,000 to $34,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae8,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $35,000 to $39,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae9,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $40,000 to $44,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae10,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $45,000 to $49,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae11,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $50,000 to $59,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae12,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $60,000 to $74,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae13,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $75,000 to $99,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae14,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $100,000 to $124,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae15,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $125,000 to $149,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae16,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $150,000 to $199,999: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae17,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $200,000 or more: Households with a householder who is White alone -- (Estimate)"
1,B19001Be1,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: Households with a householder who is Black or African American alone -- (Estimate)
1,B19001Be2,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: Less than $10,000: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be3,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $10,000 to $14,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be4,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $15,000 to $19,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be5,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $20,000 to $24,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be6,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $25,000 to $29,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be7,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $30,000 to $34,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be8,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $35,000 to $39,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be9,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $40,000 to $44,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be10,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $45,000 to $49,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be11,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $50,000 to $59,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be12,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $60,000 to $74,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be13,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $75,000 to $99,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be14,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $100,000 to $124,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be15,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $125,000 to $149,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be16,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $150,000 to $199,999: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001Be17,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: $200,000 or more: Households with a householder who is Black or African American alone -- (Estimate)"
1,B19001He1,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He2,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: Less than $10,000: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He3,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $10,000 to $14,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He4,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $15,000 to $19,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He5,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $20,000 to $24,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He6,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $25,000 to $29,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He7,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $30,000 to $34,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He8,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $35,000 to $39,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He9,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $40,000 to $44,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He10,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $45,000 to $49,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He11,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $50,000 to $59,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He12,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $60,000 to $74,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He13,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $75,000 to $99,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He14,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $100,000 to $124,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He15,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $125,000 to $149,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He16,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $150,000 to $199,999: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001He17,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: $200,000 or more: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B19001Ie1,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B19001Ie2,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: Less than $10,000: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie3,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $10,000 to $14,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie4,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $15,000 to $19,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie5,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $20,000 to $24,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie6,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $25,000 to $29,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie7,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $30,000 to $34,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie8,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $35,000 to $39,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie9,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $40,000 to $44,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie10,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $45,000 to $49,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie11,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $50,000 to $59,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie12,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $60,000 to $74,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie13,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $75,000 to $99,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie14,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $100,000 to $124,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie15,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $125,000 to $149,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie16,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $150,000 to $199,999: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B19001Ie17,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER): Total: $200,000 or more: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,C24010Ae1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Total: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Management, business, science, and arts occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Ae4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Service occupations: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Sales and office occupations: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Ae7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Male: Production, transportation, and material moving occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Ae8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Management, business, science, and arts occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Ae10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Service occupations: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Sales and office occupations: Civilian employed White alone population 16 years and over -- (Estimate)
1,C24010Ae12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Ae13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE): Female: Production, transportation, and material moving occupations: Civilian employed White alone population 16 years and over -- (Estimate)"
1,C24010Be1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Management, business, science, and arts occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Be4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Service occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Sales and office occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Be7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Production, transportation, and material moving occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Be8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Management, business, science, and arts occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Be10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Service occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Sales and office occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)
1,C24010Be12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Be13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Production, transportation, and material moving occupations: Civilian employed Black or African American alone population 16 years and over -- (Estimate)"
1,C24010Ce1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Management, business, science, and arts occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010Ce4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Service occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Sales and office occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce6,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Natural resources, construction, and maintenance occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010Ce7,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Male: Production, transportation, and material moving occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010Ce8,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce9,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Management, business, science, and arts occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010Ce10,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Service occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce11,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Sales and office occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)
1,C24010Ce12,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Natural resources, construction, and maintenance occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010Ce13,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Female: Production, transportation, and material moving occupations: Civilian employed American Indian and Alaska Native alone population 16 years and over -- (Estimate)"
1,C24010De1,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Total: Civilian employed Asian alone population 16 years and over -- (Estimate)
1,C24010De2,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Male: Civilian employed Asian alone population 16 years and over -- (Estimate)
1,C24010De3,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Male: Management, business, science, and arts occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)"
1,C24010De4,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Male: Service occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)
1,C24010De5,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE): Male: Sales and office occupations: Civilian employed Asian alone population 16 years and over -- (Estimate)
