Short_Name,Full_Name
B24042e15,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e16,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e17,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e18,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e19,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e20,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e21,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Educational services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e22,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Health care and social assistance: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e23,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e24,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Arts, entertainment, and recreation: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e25,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Accommodation and food services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e26,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Other services, except public administration: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e27,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Public administration: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e28,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e29,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e30,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Agriculture, forestry, fishing and hunting: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e31,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Mining, quarrying, and oil and gas extraction: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e32,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Construction: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e33,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Manufacturing: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e34,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Wholesale trade: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e35,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Retail trade: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e36,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e37,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Transportation and warehousing: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e38,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Utilities: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e39,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Information: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e40,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e41,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Finance and insurance: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e42,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e43,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e44,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e45,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e46,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e47,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e48,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Educational services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e49,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Health care and social assistance: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e50,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e51,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Arts, entertainment, and recreation: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e52,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Accommodation and food services: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e53,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Other services, except public administration: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
B24042e54,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Public administration: Full-time, year-round civilian employed population 16 years and over with earnings -- (Estimate)"
C24040e1,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Total: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e2,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e3,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e4,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Agriculture, forestry, fishing and hunting: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e5,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Mining, quarrying, and oil and gas extraction: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e6,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Construction: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e7,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Manufacturing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e8,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Wholesale trade: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e9,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Retail trade: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e10,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e11,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Transportation and warehousing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e12,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Utilities: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e13,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Information: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e14,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e15,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Finance and insurance: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e16,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e17,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e18,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e19,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e20,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e21,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e22,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Educational services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e23,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Health care and social assistance: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e24,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e25,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Arts, entertainment, and recreation: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e26,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Accommodation and food services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e27,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Other services, except public administration: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e28,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Arts, entertainment, and recreation, and accommodation and food services: Public administration: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e29,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e30,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e31,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Agriculture, forestry, fishing and hunting: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e32,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Mining, quarrying, and oil and gas extraction: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e33,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Construction: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e34,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Manufacturing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e35,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Wholesale trade: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e36,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Agriculture, forestry, fishing and hunting, and mining: Retail trade: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e37,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e38,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Transportation and warehousing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e39,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Utilities: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e40,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Transportation and warehousing, and utilities: Information: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e41,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e42,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Finance and insurance: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e43,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Finance and insurance, and real estate, and rental and leasing: Real estate and rental and leasing: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e44,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e45,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Professional, scientific, and technical services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e46,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Management of companies and enterprises: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e47,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Professional, scientific, and management, and administrative, and waste management services: Administrative and support and waste management services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e48,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
C24040e49,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Educational services, and health care and social assistance: Educational services: Full-time, year-round civilian employed population 16 years and over -- (Estimate)"
